text,sentiment
คือรู้สึกพระเอกอ่ะ ค่อยๆโตขึ้น ก็อยากดูการเติบโตต่อนะ แต่เกลียดซาอิเวอร์นี้มาก แบบมากๆ ตอนหลังๆจะดีขึ้นบ้างมะ ที่ดูมาปัจจุบัน 8 ตอน รู้สึกแค่เป็นคนที่โคตรน่ารังเกียจเลย,disgust
น่ารังเกียจพอกัน ขยะที่เหมือนมนุษย์,disgust
จริงค่ะ น่ารังเกียจ พวกเหยียดคนอื่น คุณดูดีแล้วหรอคะ ขาดความรักควาาอบอุ่นหรอคะ งง,disgust
มิเช่นนั้นคงไม่แคล้วปล่อยให้บรรยากาศเงียบงันเป็นแน่ คงแปลกน่าดูหากปล่อยให้คู่สนทนาเสวนาเพียงลำพัง — แบบนี้ไม่สมเป็นเขาเลยสักนิด… “ ผมมาคนเดียว ” “ จะรังเกียจไหมครับ หากผมขอนั่ง ร่วมโต๊ะด้วยคน? ”,unclassifiable
มึงรังเกียจไรกู,disgust
ดูคลิปนี้แล้วเปิดโลกมาก เป็นหญิงหม้ายแล้วเขาผิดอะไรวะ สังคมประเทศอินเดียแม่งกดขี่มาก สังคมปิตาธิปไตยเป็นใหญ่ แค่เพราะสามีตายต้องรังเกียจเขาขนาดนั้นเลยเหรอ ถ้าอังกฤษไม่เข้ามายึดครองนี่ผญ.ต้องตายตามผช.ไปอีกกี่คนอะ :t.coelunitrlza,unclassifiable
แดเนียลเห็นด้วยครับน่ารังเกียจมาก ใช่เลยมึงอ่ะไอควายน่ารังเกียจมาก,disgust
อี๋ มีแต่ลูกกะหรี่ควยดำ จับกัง หัวหยิก น่ารังเกียจพวกคนใต้ ับเฮ้าส์toxic,disgust
ต้องรังเกียจเบอร์ไหน5,disgust
น้องก้เหนมันไม่สวย บ่นรังเกียจในใจ5 เลยเอาเกล็ดมังกรของพอที่หลุดออกมามาแกะสลักแก้ให้ ด้วย…อุ้งมือ5 ทำให้หินใช้งานได้ดีขึ้น พอก้หายคุ้มคลัง ตื่นมาก็พาน้องกลับมาด้วย เลี้ยงดูปูเสื่อ5 น้องเสือดาวคือมีความผิดปกติของแก่นพลังเลยยังแปลงร่างเป็นมนุษย์ไม่ได้ (3),unclassifiable
